"","year","app","taxon","class","order","family","genus","importer","exporter","origin","importer_reported_quantity","exporter_reported_quantity","term","unit","purpose","source"
"11337",2020,"II","Eunectes notaeus","Reptilia","Serpentes","Boidae","Eunectes","RU","IT","AR",NA,1,"leather products (large)",NA,"T","W"
"11338",2020,"II","Eunectes notaeus","Reptilia","Serpentes","Boidae","Eunectes","TH","CH","AR",7,NA,"leather products (small)",NA,"T","W"
"11339",2020,"II","Gongylophis colubrinus","Reptilia","Serpentes","Boidae","Gongylophis","JP","DE","CZ",60,NA,"live","Number of specimens","T","C"
"11340",2020,"II","Gongylophis colubrinus","Reptilia","Serpentes","Boidae","Gongylophis","JP","DE","GB",17,NA,"live","Number of specimens","T","C"
"11341",2020,"II","Gongylophis colubrinus","Reptilia","Serpentes","Boidae","Gongylophis","JP","DE","US",2,NA,"live","Number of specimens","T","C"
"11342",2020,"II","Gongylophis colubrinus","Reptilia","Serpentes","Boidae","Gongylophis","JP","DE","US",NA,2,"live",NA,"T","C"
"11343",2020,"II","Gongylophis colubrinus","Reptilia","Serpentes","Boidae","Gongylophis","JP","DE",NA,20,NA,"live","Number of specimens","T","C"
"11344",2020,"II","Gongylophis colubrinus","Reptilia","Serpentes","Boidae","Gongylophis","JP","DE",NA,NA,97,"live",NA,"T","C"
"11345",2020,"II","Gongylophis colubrinus","Reptilia","Serpentes","Boidae","Gongylophis","JP","NL","CA",4,NA,"live","Number of specimens","T","C"
"11346",2020,"II","Gongylophis colubrinus","Reptilia","Serpentes","Boidae","Gongylophis","JP","NL","CA",NA,4,"live",NA,"T","C"
"11347",2020,"II","Gongylophis colubrinus","Reptilia","Serpentes","Boidae","Gongylophis","US","DE",NA,NA,77,"live",NA,"T","C"
"11348",2020,"II","Gongylophis conicus","Reptilia","Serpentes","Boidae","Gongylophis","US","DE",NA,NA,5,"live",NA,"T","C"
"11349",2020,"II","Gongylophis muelleri","Reptilia","Serpentes","Boidae","Gongylophis","GB","GH","TG",23,NA,"live","Number of specimens","T","W"
"11350",2020,"II","Gongylophis muelleri","Reptilia","Serpentes","Boidae","Gongylophis","ID","GH",NA,20,NA,"live",NA,"T","W"
"11351",2020,"II","Gongylophis muelleri","Reptilia","Serpentes","Boidae","Gongylophis","ID","TG",NA,100,NA,"live",NA,"T","R"
"11352",2020,"II","Gongylophis muelleri","Reptilia","Serpentes","Boidae","Gongylophis","JP","TG",NA,100,NA,"live","Number of specimens","T","R"
"11353",2020,"II","Gongylophis muelleri","Reptilia","Serpentes","Boidae","Gongylophis","JP","TG",NA,90,NA,"live","Number of specimens","T","W"
"11354",2020,"II","Gongylophis muelleri","Reptilia","Serpentes","Boidae","Gongylophis","MY","GH",NA,100,NA,"live","Number of specimens","T","W"
"11355",2020,"II","Gongylophis muelleri","Reptilia","Serpentes","Boidae","Gongylophis","MY","TG",NA,20,NA,"live","Number of specimens","T","R"
"11356",2020,"II","Gongylophis muelleri","Reptilia","Serpentes","Boidae","Gongylophis","TH","TG",NA,28,NA,"live",NA,"T","W"
"11357",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","AT","ZA",NA,1,NA,"trophies",NA,"H","W"
"11358",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","AU","ZA",NA,NA,2,"trophies",NA,"H","F"
"11359",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","CN","US",NA,2,NA,"trophies","Number of specimens","P","F"
"11360",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","CN","ZA",NA,NA,2,"skulls",NA,"P","W"
"11361",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","CZ","ZA",NA,2,1,"trophies",NA,"H","F"
"11362",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","DE","US",NA,1,NA,"trophies",NA,"H","F"
"11363",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","DE","ZA",NA,3,3,"trophies",NA,"H","F"
"11364",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","DE","ZA",NA,1,1,"trophies",NA,"H","W"
"11365",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","DK","US",NA,1,NA,"trophies",NA,"H","F"
"11366",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","ES","MK",NA,NA,3,"trophies","Number of specimens","H","W"
"11367",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","ES","MK",NA,1,NA,"trophies",NA,"H","F"
"11368",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","ES","ZA",NA,NA,2,"horns",NA,"H","F"
"11369",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","ES","ZA",NA,7,1,"trophies",NA,"H","F"
"11370",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","FR","ZA",NA,NA,1,"trophies",NA,"H","F"
"11371",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","GB","TN",NA,15,NA,"specimens","Number of specimens","S","F"
"11372",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","GB","TN",NA,NA,15,"specimens",NA,"S","F"
"11373",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","HR","ZA",NA,NA,3,"trophies",NA,"H","F"
"11374",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","HR","ZA",NA,NA,1,"trophies",NA,"H","W"
"11375",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","HU","ZA",NA,1,1,"trophies",NA,"H","F"
"11376",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","HU","ZA",NA,1,NA,"trophies",NA,"H","W"
"11377",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","KW","ES",NA,NA,1,"trophies",NA,"H","F"
"11378",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","NL","ZA",NA,NA,1,"trophies",NA,"H","F"
"11379",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","NO","ES",NA,NA,1,"trophies",NA,"H","W"
"11380",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","NO","NL","ES",NA,1,"live",NA,"Z","C"
"11381",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","NO","ZA",NA,NA,1,"trophies",NA,"H","F"
"11382",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","NZ","ES",NA,2,NA,"trophies","Number of specimens","H","F"
"11383",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","NZ","US",NA,1,NA,"trophies","Number of specimens","H","W"
"11384",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","RU","ES",NA,NA,4,"trophies",NA,"H","W"
"11385",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","RU","MK",NA,NA,2,"trophies","Number of specimens","H","W"
"11386",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","RU","ZA",NA,NA,2,"trophies",NA,"H","F"
"11387",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","RU","ZA",NA,NA,2,"trophies",NA,"H","W"
"11388",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","SA","AE",NA,14,14,"live","Number of specimens","T","C"
"11389",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","SE","ZA",NA,1,NA,"trophies",NA,"H","F"
"11390",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","TR","ES",NA,NA,1,"trophies",NA,"H","W"
"11391",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","UA","EE",NA,NA,18,"live",NA,"Z","F"
"11392",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","US","ES",NA,NA,2,"trophies",NA,"H","W"
"11393",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","US","MK",NA,NA,2,"trophies","Number of specimens","H","W"
"11394",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","US","ZA",NA,NA,8,"trophies",NA,"H","F"
"11395",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","US","ZA",NA,NA,2,"trophies",NA,"P","F"
"11396",2020,"II","Ammotragus lervia","Mammalia","Artiodactyla","Bovidae","Ammotragus","ZA","ES",NA,1,NA,"trophies",NA,"H","W"
"11397",2020,"II","Budorcas taxicolor","Mammalia","Artiodactyla","Bovidae","Budorcas","BT","DE","BT",NA,1,"skins",NA,"E","C"
"11398",2020,"II","Budorcas taxicolor","Mammalia","Artiodactyla","Bovidae","Budorcas","BT","DE",NA,1,NA,"skins","Number of specimens","S","R"
"11399",2020,"II","Budorcas taxicolor","Mammalia","Artiodactyla","Bovidae","Budorcas","ID","CZ",NA,2,NA,"live",NA,"Z","C"
"11400",2020,"II","Budorcas taxicolor","Mammalia","Artiodactyla","Bovidae","Budorcas","RU","DE",NA,NA,2,"live",NA,"Z","C"
"11401",2020,"II","Budorcas taxicolor","Mammalia","Artiodactyla","Bovidae","Budorcas","TH","BT",NA,NA,5,"specimens","Number of specimens","S","W"
"11402",2020,"II","Capra spp.","Mammalia","Artiodactyla","Bovidae","Capra","AT","AZ",NA,1,NA,"trophies",NA,"H","W"
"11403",2020,"II","Capra spp.","Mammalia","Artiodactyla","Bovidae","Capra","AT","RU",NA,5,NA,"trophies",NA,"H","W"
"11404",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","AR","RU",NA,NA,2,"trophies",NA,"H","W"
"11405",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","BE","RU",NA,NA,1,"trophies",NA,"H","W"
"11406",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","CA","RU",NA,NA,1,"trophies",NA,"H","W"
"11407",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","DE","AZ",NA,4,NA,"trophies",NA,"H","W"
"11408",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","DE","RU",NA,2,NA,"trophies",NA,"H","W"
"11409",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","DK","AZ",NA,9,NA,"trophies",NA,"H","W"
"11410",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","ES","AZ",NA,8,NA,"trophies",NA,"H","W"
"11411",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","ES","RU",NA,14,11,"trophies",NA,"H","W"
"11412",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","ES","RU",NA,NA,2,"trophies",NA,"P","W"
"11413",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","GE","DE",NA,NA,2,"live",NA,"Z","C"
"11414",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","HU","AZ",NA,7,NA,"trophies",NA,"H","W"
"11415",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","IR","RU",NA,NA,2,"trophies",NA,"H","W"
"11416",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","IT","RU",NA,NA,4,"trophies",NA,"H","W"
"11417",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","KG","RU",NA,NA,2,"trophies",NA,"H","W"
"11418",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","LB","ES","RU",NA,2,"trophies",NA,"H","W"
"11419",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","LV","RU",NA,NA,2,"trophies",NA,"H","W"
"11420",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","MX","RU",NA,NA,12,"trophies",NA,"H","W"
"11421",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","NO","RU",NA,NA,2,"trophies",NA,"H","W"
"11422",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","PL","RU",NA,NA,1,"trophies",NA,"H","W"
"11423",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","PT","RU",NA,NA,1,"trophies",NA,"H","W"
"11424",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","TR","RU",NA,NA,1,"trophies",NA,"H","W"
"11425",2020,"II","Capra caucasica","Mammalia","Artiodactyla","Bovidae","Capra","US","RU",NA,NA,31,"trophies",NA,"H","W"
"11426",2020,"II","Cephalophus dorsalis","Mammalia","Artiodactyla","Bovidae","Cephalophus","AT","CM",NA,1,NA,"trophies",NA,"H","W"
"11427",2020,"II","Cephalophus dorsalis","Mammalia","Artiodactyla","Bovidae","Cephalophus","AU","ZA",NA,NA,1,"trophies",NA,"H","W"
"11428",2020,"II","Cephalophus dorsalis","Mammalia","Artiodactyla","Bovidae","Cephalophus","BE","CM",NA,2,NA,"trophies","Number of specimens","H","W"
"11429",2020,"II","Cephalophus dorsalis","Mammalia","Artiodactyla","Bovidae","Cephalophus","US","CM",NA,NA,2,"trophies",NA,"H","W"
"11430",2020,"II","Cephalophus dorsalis","Mammalia","Artiodactyla","Bovidae","Cephalophus","ZA","CM",NA,NA,1,"trophies",NA,"H","W"
"11431",2020,"II","Cephalophus ogilbyi","Mammalia","Artiodactyla","Bovidae","Cephalophus","DE","GA",NA,10,NA,"specimens",NA,"S","W"
"11432",2020,"II","Cephalophus silvicultor","Mammalia","Artiodactyla","Bovidae","Cephalophus","DE","US",NA,1,NA,"live",NA,"B","F"
"11433",2020,"II","Cephalophus silvicultor","Mammalia","Artiodactyla","Bovidae","Cephalophus","DK","CM",NA,1,NA,"trophies",NA,"H","W"
"11434",2020,"II","Cephalophus silvicultor","Mammalia","Artiodactyla","Bovidae","Cephalophus","RU","CM",NA,NA,1,"trophies",NA,"H","W"
"11435",2020,"II","Damaliscus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","DK","ZA",NA,2,NA,"trophies",NA,"H","W"
"11436",2020,"II","Damaliscus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","ES","ZA",NA,1,NA,"trophies",NA,"H","W"
"11437",2020,"II","Damaliscus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","ES","ZA",NA,NA,1,"trophies",NA,"P","C"
"11438",2020,"II","Damaliscus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","ML","ZA",NA,60,NA,"unspecified",NA,NA,NA
"11439",2020,"II","Damaliscus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","RU","ZA",NA,NA,2,"trophies",NA,"H","W"
"11440",2020,"II","Damaliscus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","US","ZA",NA,NA,1,"trophies",NA,"P","W"
"11441",2020,"II","Damaliscus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","VN","ZA",NA,NA,6,"live",NA,"Z","W"
"11442",2020,"II","Damaliscus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","XX","ZA",NA,NA,12,"live",NA,"Z","W"
"11443",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","AE","ZA",NA,NA,1,"trophies",NA,"H","W"
"11444",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","AT","ZA",NA,1,2,"trophies",NA,"H","W"
"11445",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","AU","ZA",NA,NA,2,"skins",NA,"P","W"
"11446",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","AU","ZA",NA,NA,3,"trophies",NA,"H","W"
"11447",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","CN","ZA",NA,5,NA,"bodies","Number of specimens","E","W"
"11448",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","CN","ZA",NA,NA,3,"trophies",NA,"E","W"
"11449",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","CZ","ZA",NA,1,NA,"trophies",NA,"H","W"
"11450",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","DE","ZA",NA,1,1,"trophies",NA,"H","W"
"11451",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","DK","ZA",NA,4,6,"trophies",NA,"H","W"
"11452",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","EC","ZA",NA,NA,1,"trophies",NA,"H","W"
"11453",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","ES","ZA",NA,1,NA,"trophies",NA,"H","F"
"11454",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","ES","ZA",NA,6,6,"trophies",NA,"H","W"
"11455",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","HU","ZA",NA,2,5,"trophies",NA,"H","W"
"11456",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","IN","ZA",NA,NA,1,"trophies",NA,"H","W"
"11457",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","MX","ZA",NA,NA,3,"trophies",NA,"H","W"
"11458",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","MZ","ZA",NA,NA,1,"trophies",NA,"H","W"
"11459",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","NG","ZA",NA,NA,1,"trophies",NA,"H","W"
"11460",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","NO","ZA",NA,4,NA,"trophies","Number of specimens","H","W"
"11461",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","NO","ZA",NA,NA,2,"trophies",NA,"H","W"
"11462",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","PL","ZA",NA,NA,1,"trophies",NA,"H","W"
"11463",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","RO","ZA",NA,NA,1,"trophies",NA,"H","W"
"11464",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","RU","ZA",NA,NA,1,"trophies",NA,"H","F"
"11465",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","RU","ZA",NA,NA,1,"trophies",NA,"H","R"
"11466",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","RU","ZA",NA,NA,2,"trophies",NA,"H","W"
"11467",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","SE","ZA",NA,3,2,"trophies",NA,"H","W"
"11468",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","SK","ZA",NA,1,NA,"trophies",NA,"H","W"
"11469",2020,"II","Damaliscus pygargus pygargus","Mammalia","Artiodactyla","Bovidae","Damaliscus","US","ZA",NA,NA,10,"trophies",NA,"H","W"
"11470",2020,"II","Kobus spp.","Mammalia","Artiodactyla","Bovidae","Kobus","AT","ZW",NA,1,NA,"trophies",NA,"H","W"
"11471",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","AE","FR",NA,NA,3,"skeletons","Number of specimens","T","C"
"11472",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","AE","ZA",NA,NA,1,"trophies",NA,"Q","F"
"11473",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","AR","ZA",NA,8,NA,"trophies","Number of specimens","H","F"
"11474",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","AR","ZA",NA,1,NA,"trophies","Number of specimens","H","W"
"11475",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","AR","ZA",NA,NA,5,"trophies",NA,"H","F"
"11476",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","AT",NA,NA,NA,2,"trophies","Number of specimens","H","W"
"11477",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","AT",NA,NA,1,NA,"trophies",NA,"H","W"
"11478",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","AT","ZA",NA,3,4,"trophies",NA,"H","F"
"11479",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","AT","ZA",NA,4,1,"trophies",NA,"H","W"
"11480",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","AT","ZM",NA,1,NA,"trophies",NA,"H","W"
"11481",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","AU",NA,NA,NA,1,"trophies","Number of specimens","H","W"
"11482",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","AU","NZ","ZM",NA,1,"trophies","Number of specimens","H","W"
"11483",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","AU","ZA",NA,NA,1,"skins",NA,"H","F"
"11484",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","AU","ZA",NA,NA,2,"skulls",NA,"P","F"
"11485",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","AU","ZA",NA,NA,9,"trophies",NA,"H","F"
"11486",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","BE","ZA",NA,1,NA,"skins","Number of specimens","H","F"
"11487",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","BE","ZA",NA,1,NA,"trophies","Number of specimens","H","F"
"11488",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","BE","ZA",NA,NA,2,"trophies",NA,"H","F"
"11489",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","BG",NA,NA,NA,1,"trophies","Number of specimens","H","W"
"11490",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","BG",NA,NA,1,NA,"trophies",NA,"H","W"
"11491",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","BR","ZA",NA,NA,1,"trophies",NA,"H","F"
"11492",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","CA",NA,NA,NA,6,"trophies","Number of specimens","H","W"
"11493",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","CA","ZA",NA,NA,1,"skulls",NA,"P","F"
"11494",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","CA","ZA",NA,NA,2,"skulls",NA,"T","F"
"11495",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","CA","ZA",NA,NA,6,"trophies",NA,"H","F"
"11496",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","CH","FR","ZA",NA,1,"trophies","Number of specimens","H","F"
"11497",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","CN","US",NA,1,NA,"trophies","Number of specimens","P","F"
"11498",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","CN","ZA",NA,NA,2,"skins",NA,"T","F"
"11499",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","CR","ZA",NA,1,NA,"trophies","Number of specimens","H","F"
"11500",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","CR","ZA",NA,NA,2,"trophies",NA,"H","F"
"11501",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","CZ",NA,NA,NA,2,"trophies","Number of specimens","H","W"
"11502",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","CZ","ZA",NA,6,1,"trophies",NA,"H","F"
"11503",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","DE",NA,NA,NA,3,"trophies","Number of specimens","H","W"
"11504",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","DE",NA,NA,2,NA,"trophies",NA,"H","W"
"11505",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","DE","ZA",NA,4,NA,"skins",NA,"H","F"
"11506",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","DE","ZA",NA,3,NA,"skins",NA,"H","W"
"11507",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","DE","ZA",NA,1,NA,"skulls",NA,"H","F"
"11508",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","DE","ZA",NA,2,NA,"skulls",NA,"H","W"
"11509",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","DE","ZA",NA,3,3,"trophies",NA,"H","F"
"11510",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","DE","ZA",NA,1,NA,"trophies",NA,"H","W"
"11511",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","DE","ZM",NA,2,NA,"trophies",NA,"H","W"
"11512",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","DK",NA,NA,NA,1,"trophies","Number of specimens","H","W"
"11513",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","DK","ZA",NA,10,14,"trophies",NA,"H","F"
"11514",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","DK","ZA",NA,3,NA,"trophies",NA,"H","W"
"11515",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","DK","ZA",NA,1,NA,"trophies",NA,NA,"F"
"11516",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","EC","ZA",NA,NA,1,"trophies",NA,"H","F"
"11517",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","ES",NA,NA,NA,4,"trophies","Number of specimens","H","W"
"11518",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","ES",NA,NA,6,NA,"trophies",NA,"H","W"
"11519",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","ES","ZA",NA,NA,2,"horns",NA,"H","F"
"11520",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","ES","ZA",NA,51,14,"trophies",NA,"H","F"
"11521",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","FI","ZA",NA,2,NA,"trophies",NA,"H","W"
"11522",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","FR",NA,NA,NA,4,"trophies","Number of specimens","H","W"
"11523",2020,"II","Kobus leche","Mammalia","Artiodactyla","Bovidae","Kobus","FR","ZA",NA,1,NA,"trophies","Number of specimens","P","F"
