"","year","app","taxon","class","order","family","genus","importer","exporter","origin","importer_reported_quantity","exporter_reported_quantity","term","unit","purpose","source"
"1",2021,"I","Megaptera novaeangliae","Mammalia","Cetacea","Balaenopteridae","Megaptera","AU","CO",NA,NA,22,"oil",NA,"S","W"
"2",2021,"I","Megaptera novaeangliae","Mammalia","Cetacea","Balaenopteridae","Megaptera","AU","CO",NA,NA,22,"skins",NA,"S","W"
"3",2021,"I","Caretta caretta","Reptilia","Testudines","Cheloniidae","Caretta","GB","CV",NA,NA,2183,"specimens",NA,"S","W"
"4",2021,"I","Crocodylus acutus","Reptilia","Crocodylia","Crocodylidae","Crocodylus","CZ","CO",NA,NA,10,"skins",NA,"T","D"
"5",2021,"I","Crocodylus acutus","Reptilia","Crocodylia","Crocodylidae","Crocodylus","DE","CO",NA,NA,57,"skulls",NA,"T","D"
"6",2021,"I","Crocodylus acutus","Reptilia","Crocodylia","Crocodylidae","Crocodylus","FR","BZ",NA,NA,40,"specimens","Number of specimens","S","W"
"7",2021,"I","Crocodylus intermedius","Reptilia","Crocodylia","Crocodylidae","Crocodylus","MX","CO",NA,NA,288,"specimens",NA,"S","F"
"8",2021,"I","Loxodonta africana","Mammalia","Proboscidea","Elephantidae","Loxodonta","US","CD",NA,NA,75,"ivory pieces","g","L","W"
"9",2021,"I","Falco hybrid","Aves","Falconiformes","Falconidae","Falco","BG","QA","ES",5,NA,"live",NA,"B","C"
"10",2021,"I","Falco hybrid","Aves","Falconiformes","Falconidae","Falco","IQ","ES","XX",10,NA,"live",NA,"Z","C"
"11",2021,"I","Falco peregrinus","Aves","Falconiformes","Falconidae","Falco","BG","BH","DK",1,NA,"live",NA,"T","C"
"12",2021,"I","Leopardus tigrinus","Mammalia","Carnivora","Felidae","Leopardus","KR","CO",NA,NA,2,"specimens",NA,"S",NA
"13",2021,"I","Panthera onca","Mammalia","Carnivora","Felidae","Panthera","IQ","ZA","XX",7,NA,"live",NA,"Z","C"
"14",2021,"I","Panthera pardus","Mammalia","Carnivora","Felidae","Panthera","ES","ET",NA,NA,1,"trophies",NA,"H","W"
"15",2021,"I","Panthera pardus","Mammalia","Carnivora","Felidae","Panthera","FI","RU",NA,1,NA,"live",NA,"Z","F"
"16",2021,"I","Panthera pardus","Mammalia","Carnivora","Felidae","Panthera","MX","ET",NA,NA,1,"trophies",NA,"H","W"
"17",2021,"I","Panthera tigris","Mammalia","Carnivora","Felidae","Panthera","IQ","ZA","XX",5,NA,"live",NA,"Z","C"
"18",2021,"I","Balearica pavonina","Aves","Gruiformes","Gruidae","Balearica","QA","SD",NA,NA,10,"live",NA,NA,"W"
"19",2021,"I","Balearica pavonina","Aves","Gruiformes","Gruidae","Balearica","RU","SD",NA,NA,6,"live",NA,NA,"W"
"20",2021,"I","Dalbergia nigra",NA,"Fabales","Leguminosae","Dalbergia","US","FI","BR",NA,0.32,"wood product","kg","T","O"
"21",2021,"I","Lutra lutra","Mammalia","Carnivora","Mustelidae","Lutra","FI","CH",NA,1,NA,"live",NA,"Z","C"
"22",2021,"I","Psittacus erithacus","Aves","Psittaciformes","Psittacidae","Psittacus","BZ","US",NA,1,NA,"live","Number of specimens","P","F"
"23",2021,"I","Psittacus erithacus","Aves","Psittaciformes","Psittacidae","Psittacus","CV","AO",NA,4,NA,"live",NA,"P","O"
"24",2021,"I","Psittacus erithacus","Aves","Psittaciformes","Psittacidae","Psittacus","US","BG",NA,NA,1,"live",NA,"P","C"
"25",2021,"I","Struthio camelus","Aves","Struthioniformes","Struthionidae","Struthio","BJ","BF",NA,NA,1,"live","Number of specimens","B","R"
"26",2021,"I","Trichechus manatus","Mammalia","Sirenia","Trichechidae","Trichechus","BZ","GT",NA,1,NA,"live","Number of specimens","S","W"
"27",2021,"II","Stephanoaetus coronatus","Aves","Falconiformes","Accipitridae","Stephanoaetus","US","CD",NA,NA,5,"live","Number of specimens","T","W"
"28",2021,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","MO","FR",NA,1,NA,"caviar","kg","T","C"
"29",2021,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","SG","MO","CH",NA,0.0195,"cosmetics","g","T","C"
"30",2021,"II","Acipenser gueldenstaedtii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","MO","FR","IT",5.4,NA,"caviar","kg","T","C"
"31",2021,"II","Acipenser gueldenstaedtii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","UA","BG",NA,NA,195,"live",NA,"T","C"
"32",2021,"II","Huso dauricus x acipenser schrenckii","Actinopteri","Acipenseriformes","Acipenseridae","Huso","MO","FR","CN",13,NA,"caviar","kg","T","C"
"33",2021,"II","Acropora cervicornis","Anthozoa","Scleractinia","Acroporidae","Acropora","US","BZ",NA,NA,17,"raw corals","Number of specimens","S","W"
"34",2021,"II","Acropora palmata","Anthozoa","Scleractinia","Acroporidae","Acropora","US","BZ",NA,NA,13,"raw corals","Number of specimens","S","W"
"35",2021,"II","Acropora prolifera","Anthozoa","Scleractinia","Acroporidae","Acropora","US","BZ",NA,NA,4,"raw corals","Number of specimens","S","W"
"36",2021,"II","Uromastyx dispar","Reptilia","Sauria","Agamidae","Uromastyx","JP","SD",NA,NA,170,"live",NA,NA,"W"
"37",2021,"II","Uromastyx dispar","Reptilia","Sauria","Agamidae","Uromastyx","RU","SD",NA,NA,20,"live",NA,NA,"W"
"38",2021,"II","Uromastyx dispar","Reptilia","Sauria","Agamidae","Uromastyx","TH","SD",NA,NA,100,"live",NA,NA,"W"
"39",2021,"II","Uromastyx dispar","Reptilia","Sauria","Agamidae","Uromastyx","US","SD",NA,NA,150,"live",NA,NA,"W"
"40",2021,"II","Uromastyx ocellata","Reptilia","Sauria","Agamidae","Uromastyx","JP","SD",NA,NA,170,"live",NA,NA,"W"
"41",2021,"II","Uromastyx ocellata","Reptilia","Sauria","Agamidae","Uromastyx","RU","SD",NA,NA,30,"live",NA,NA,"W"
"42",2021,"II","Uromastyx ocellata","Reptilia","Sauria","Agamidae","Uromastyx","US","SD",NA,NA,550,"live",NA,NA,"W"
"43",2021,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","BG","CH","US",3,NA,"leather products (small)",NA,"T","W"
"44",2021,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","FI","CH","US",2,NA,"leather products (small)",NA,"T","C"
"45",2021,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","FI","CH","US",3,NA,"leather products (small)",NA,"T","W"
"46",2021,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","FR","MO","US",NA,7,"leather products (small)","Number of specimens","T","W"
"47",2021,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","HK","FI","US",NA,5,"leather products (small)",NA,"T","W"
"48",2021,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","HR","CH","US",2,NA,"leather products (small)",NA,"T","W"
"49",2021,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","MO","CH","US",2,NA,"leather products (large)","Number of specimens","T","W"
"50",2021,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","MO","CH","US",48,NA,"leather products (small)","Number of specimens","T","W"
"51",2021,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","MO","FR","US",38,NA,"leather products (small)","Number of specimens","T","W"
"52",2021,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","MO","IT","US",4,NA,"leather products (small)","Number of specimens","T","W"
"53",2021,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","SG","MO","US",NA,1,"leather products (small)","Number of specimens","T","W"
"54",2021,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","SM","CH","XX",1,NA,"leather products (small)",NA,"T","W"
"55",2021,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","US","FI","US",NA,20,"leather products (small)",NA,"T","W"
"56",2021,"II","Caiman crocodilus crocodilus","Reptilia","Crocodylia","Alligatoridae","Caiman","MO","IT","VE",22,NA,"leather products (small)","Number of specimens","T","W"
"57",2021,"II","Caiman crocodilus fuscus","Reptilia","Crocodylia","Alligatoridae","Caiman","ES","CO",NA,NA,100,"skins",NA,"T","C"
"58",2021,"II","Caiman crocodilus fuscus","Reptilia","Crocodylia","Alligatoridae","Caiman","KR","CO",NA,NA,7920,"skins",NA,"T","C"
"59",2021,"II","Caiman crocodilus fuscus","Reptilia","Crocodylia","Alligatoridae","Caiman","MX","CO",NA,NA,589,"leather products (small)",NA,"T","C"
"60",2021,"II","Caiman crocodilus fuscus","Reptilia","Crocodylia","Alligatoridae","Caiman","MX","CO",NA,NA,42383,"skins",NA,"T","C"
"61",2021,"II","Caiman crocodilus fuscus","Reptilia","Crocodylia","Alligatoridae","Caiman","US","CO","CO",NA,150,"leather products (small)",NA,"T","C"
"62",2021,"II","Caiman crocodilus fuscus","Reptilia","Crocodylia","Alligatoridae","Caiman","US","CO",NA,NA,19,"leather products (small)",NA,"T","C"
"63",2021,"II","Caiman crocodilus fuscus","Reptilia","Crocodylia","Alligatoridae","Caiman","US","CO",NA,NA,3160,"skins",NA,"T","C"
"64",2021,"II","Caiman crocodilus fuscus","Reptilia","Crocodylia","Alligatoridae","Caiman","US","CO",NA,NA,1000,"tails",NA,"T","C"
"65",2021,"II","Caiman crocodilus fuscus","Reptilia","Crocodylia","Alligatoridae","Caiman","VN","CO",NA,NA,2891,"skins",NA,"T","C"
"66",2021,"II","Boa constrictor","Reptilia","Serpentes","Boidae","Boa","US","CO",NA,NA,1400,"live",NA,"T","C"
"67",2021,"II","Vulpes zerda","Mammalia","Carnivora","Canidae","Vulpes","RU","SD",NA,NA,20,"live",NA,NA,"W"
"68",2021,"II","Euphyllia ancora","Anthozoa","Scleractinia","Caryophylliidae","Euphyllia","BG","ID",NA,5,NA,"raw corals",NA,"T","W"
"69",2021,"II","Euphyllia glabrescens","Anthozoa","Scleractinia","Caryophylliidae","Euphyllia","BG","ID",NA,5,NA,"raw corals",NA,"T","W"
"70",2021,"II","Cercopithecus lhoesti","Mammalia","Primates","Cercopithecidae","Cercopithecus","CN","CD",NA,NA,3,"skins","Number of specimens","E","W"
"71",2021,"II","Cercopithecus lhoesti","Mammalia","Primates","Cercopithecidae","Cercopithecus","IQ","CD",NA,NA,6,"live","Number of specimens","T","W"
"72",2021,"II","Cercopithecus mitis","Mammalia","Primates","Cercopithecidae","Cercopithecus","AF","CD",NA,NA,2,"live","Number of specimens","T","W"
"73",2021,"II","Cercopithecus mitis","Mammalia","Primates","Cercopithecidae","Cercopithecus","CN","CD",NA,NA,3,"skins","Number of specimens","E","W"
"74",2021,"II","Cercopithecus mitis","Mammalia","Primates","Cercopithecidae","Cercopithecus","IQ","CD",NA,NA,2,"live","Number of specimens","T","W"
"75",2021,"II","Cercopithecus mitis","Mammalia","Primates","Cercopithecidae","Cercopithecus","SA","ET",NA,NA,1,"trophies",NA,"H","W"
"76",2021,"II","Cercopithecus mitis","Mammalia","Primates","Cercopithecidae","Cercopithecus","US","ET",NA,NA,1,"trophies",NA,"H","W"
"77",2021,"II","Cercopithecus neglectus","Mammalia","Primates","Cercopithecidae","Cercopithecus","AF","CD",NA,NA,6,"live","Number of specimens","T","W"
"78",2021,"II","Cercopithecus neglectus","Mammalia","Primates","Cercopithecidae","Cercopithecus","CN","CD",NA,NA,6,"skins","Number of specimens","E","W"
"79",2021,"II","Cercopithecus neglectus","Mammalia","Primates","Cercopithecidae","Cercopithecus","IQ","CD",NA,NA,6,"live","Number of specimens","T","W"
"80",2021,"II","Cercopithecus nictitans","Mammalia","Primates","Cercopithecidae","Cercopithecus","AF","CD",NA,NA,6,"live","Number of specimens","T","W"
"81",2021,"II","Cercopithecus wolfi","Mammalia","Primates","Cercopithecidae","Cercopithecus","AF","CD",NA,NA,6,"live","Number of specimens","T","W"
"82",2021,"II","Cercopithecus wolfi","Mammalia","Primates","Cercopithecidae","Cercopithecus","CN","CD",NA,NA,8,"skins","Number of specimens","E","W"
"83",2021,"II","Chlorocebus aethiops","Mammalia","Primates","Cercopithecidae","Chlorocebus","SA","ET",NA,NA,1,"trophies",NA,"H","W"
"84",2021,"II","Chlorocebus pygerythrus","Mammalia","Primates","Cercopithecidae","Chlorocebus","SA","ET",NA,NA,1,"trophies",NA,"H","W"
"85",2021,"II","Chlorocebus pygerythrus","Mammalia","Primates","Cercopithecidae","Chlorocebus","UA","SD",NA,NA,255,"live",NA,NA,"W"
"86",2021,"II","Chlorocebus sabaeus","Mammalia","Primates","Cercopithecidae","Chlorocebus","RU","SD",NA,NA,200,"live",NA,NA,"W"
"87",2021,"II","Colobus angolensis","Mammalia","Primates","Cercopithecidae","Colobus","CN","CD",NA,NA,5,"skins","Number of specimens","E","W"
"88",2021,"II","Colobus guereza","Mammalia","Primates","Cercopithecidae","Colobus","AU","ET",NA,NA,1,"trophies",NA,"H","W"
"89",2021,"II","Colobus guereza","Mammalia","Primates","Cercopithecidae","Colobus","ES","ET",NA,NA,1,"trophies",NA,"H","W"
"90",2021,"II","Colobus guereza","Mammalia","Primates","Cercopithecidae","Colobus","HU","ET",NA,NA,1,"trophies",NA,"H","W"
"91",2021,"II","Colobus guereza","Mammalia","Primates","Cercopithecidae","Colobus","RU","ET",NA,NA,1,"trophies",NA,"H","W"
"92",2021,"II","Colobus guereza","Mammalia","Primates","Cercopithecidae","Colobus","US","ET",NA,NA,1,"skins",NA,"H","W"
"93",2021,"II","Colobus guereza","Mammalia","Primates","Cercopithecidae","Colobus","US","ET",NA,NA,8,"trophies",NA,"H","W"
"94",2021,"II","Lophocebus aterrimus","Mammalia","Primates","Cercopithecidae","Lophocebus","CN","CD",NA,NA,3,"skins","Number of specimens","E","W"
"95",2021,"II","Lophocebus aterrimus","Mammalia","Primates","Cercopithecidae","Lophocebus","IQ","CD",NA,NA,6,"live","Number of specimens","T","W"
"96",2021,"II","Papio anubis","Mammalia","Primates","Cercopithecidae","Papio","ES","ET",NA,NA,1,"trophies",NA,"H","W"
"97",2021,"II","Papio anubis","Mammalia","Primates","Cercopithecidae","Papio","US","ET",NA,NA,1,"skulls",NA,"H","W"
"98",2021,"II","Papio anubis","Mammalia","Primates","Cercopithecidae","Papio","US","ET",NA,NA,1,"trophies",NA,"H","W"
"99",2021,"II","Papio hamadryas","Mammalia","Primates","Cercopithecidae","Papio","SA","ET",NA,NA,1,"trophies",NA,"H","W"
"100",2021,"II","Papio hamadryas","Mammalia","Primates","Cercopithecidae","Papio","US","ET",NA,NA,1,"skins",NA,"H","W"
"101",2021,"II","Papio hamadryas","Mammalia","Primates","Cercopithecidae","Papio","US","ET",NA,NA,3,"trophies",NA,"H","W"
"102",2021,"II","Theropithecus gelada","Mammalia","Primates","Cercopithecidae","Theropithecus","RU","ET",NA,NA,1,"trophies",NA,"H","W"
"103",2021,"II","Theropithecus gelada","Mammalia","Primates","Cercopithecidae","Theropithecus","SA","ET",NA,NA,1,"trophies",NA,"H","W"
"104",2021,"II","Trioceros johnstoni","Reptilia","Sauria","Chamaeleonidae","Trioceros","US","CD",NA,NA,400,"live","Number of specimens","T","W"
"105",2021,"II","Cordylus tropidosternum","Reptilia","Sauria","Cordylidae","Cordylus","JP","CD",NA,NA,750,"live","Number of specimens","T","W"
"106",2021,"II","Cordylus tropidosternum","Reptilia","Sauria","Cordylidae","Cordylus","US","CD",NA,NA,350,"live","Number of specimens","T","W"
"107",2021,"II","Crocodylus moreletii","Reptilia","Crocodylia","Crocodylidae","Crocodylus","FR","BZ",NA,NA,154,"specimens","Number of specimens","S","W"
"108",2021,"II","Crocodylus moreletii","Reptilia","Crocodylia","Crocodylidae","Crocodylus","US","BZ",NA,NA,87,"specimens","Number of specimens","S","W"
"109",2021,"II","Crocodylus niloticus","Reptilia","Crocodylia","Crocodylidae","Crocodylus","MO","FR","ZW",5,NA,"leather products (small)","Number of specimens","T","R"
"110",2021,"II","Crocodylus niloticus","Reptilia","Crocodylia","Crocodylidae","Crocodylus","MO","IT","ZM",49,NA,"leather products (small)","Number of specimens","T","R"
"111",2021,"II","Crocodylus porosus","Reptilia","Crocodylia","Crocodylidae","Crocodylus","MO","CH","AU",15,NA,"leather products (small)","Number of specimens","T","R"
"112",2021,"II","Crocodylus porosus","Reptilia","Crocodylia","Crocodylidae","Crocodylus","MO","FR","AU",1,NA,"leather products (small)","Number of specimens","T","R"
"113",2021,"II","Crocodylus porosus","Reptilia","Crocodylia","Crocodylidae","Crocodylus","MO","IT","AU",4,NA,"garments","Number of specimens","T","R"
"114",2021,"II","Crocodylus porosus","Reptilia","Crocodylia","Crocodylidae","Crocodylus","MO","IT","AU",29,NA,"leather products (small)","Number of specimens","T","R"
"115",2021,"II","Dendrobates auratus","Amphibia","Anura","Dendrobatidae","Dendrobates","ID","CO",NA,NA,60,"live",NA,"T","C"
"116",2021,"II","Oophaga histrionica","Amphibia","Anura","Dendrobatidae","Oophaga","DK","CO",NA,NA,33,"live",NA,"T","C"
"117",2021,"II","Oophaga lehmanni","Amphibia","Anura","Dendrobatidae","Oophaga","DK","CO",NA,NA,7,"live",NA,"T","C"
"118",2021,"II","Phyllobates aurotaenia","Amphibia","Anura","Dendrobatidae","Phyllobates","DK","CO",NA,NA,11,"live",NA,"T","C"
"119",2021,"II","Phyllobates aurotaenia","Amphibia","Anura","Dendrobatidae","Phyllobates","ID","CO",NA,NA,60,"live",NA,"T","C"
"120",2021,"II","Phyllobates bicolor","Amphibia","Anura","Dendrobatidae","Phyllobates","DK","CO",NA,NA,6,"live",NA,"T","C"
"121",2021,"II","Phyllobates bicolor","Amphibia","Anura","Dendrobatidae","Phyllobates","ID","CO",NA,NA,30,"live",NA,"T","C"
"122",2021,"II","Phyllobates terribilis","Amphibia","Anura","Dendrobatidae","Phyllobates","DK","CO",NA,NA,10,"live",NA,"T","C"
"123",2021,"II","Phyllobates terribilis","Amphibia","Anura","Dendrobatidae","Phyllobates","ID","CO",NA,NA,30,"live",NA,"T","C"
"124",2021,"II","Enallopsammia rostrata","Anthozoa","Scleractinia","Dendrophylliidae","Enallopsammia","ES","CV",NA,NA,0.5,"raw corals","kg","S","W"
"125",2021,"II","Tubastraea spp.","Anthozoa","Scleractinia","Dendrophylliidae","Tubastraea","BG","ID",NA,3,NA,"raw corals",NA,"T","W"
"126",2021,"II","Turbinaria peltata","Anthozoa","Scleractinia","Dendrophylliidae","Turbinaria","BG","ID",NA,15,NA,"raw corals",NA,"T","W"
"127",2021,"II","Dermatemys mawii","Reptilia","Testudines","Dermatemydidae","Dermatemys","US","BZ",NA,NA,107,"specimens","Number of specimens","S","W"
"128",2021,"II","Falco biarmicus","Aves","Falconiformes","Falconidae","Falco","QA","SD",NA,NA,33,"live",NA,NA,"W"
"129",2021,"II","Falco biarmicus","Aves","Falconiformes","Falconidae","Falco","SA","SD",NA,NA,216,"live",NA,NA,"W"
"130",2021,"II","Caulastraea spp.","Anthozoa","Scleractinia","Faviidae","Caulastraea","BG","ID",NA,5,NA,"raw corals",NA,"T","W"
"131",2021,"II","Montastrea cavernosa","Anthozoa","Scleractinia","Faviidae","Montastrea","US","BZ",NA,NA,9,"raw corals","Number of specimens","S","W"
"132",2021,"II","Montastrea faveolata","Anthozoa","Scleractinia","Faviidae","Montastrea","US","BZ",NA,NA,1,"raw corals","Number of specimens","S","W"
"133",2021,"II","Montastrea franksi","Anthozoa","Scleractinia","Faviidae","Montastrea","US","BZ",NA,NA,2,"raw corals","Number of specimens","S","W"
"134",2021,"II","Caracal caracal","Mammalia","Carnivora","Felidae","Caracal","GE","ET",NA,NA,1,"trophies",NA,"H","W"
"135",2021,"II","Caracal caracal","Mammalia","Carnivora","Felidae","Caracal","SA","ET",NA,NA,1,"trophies",NA,"H","W"
"136",2021,"II","Caracal caracal","Mammalia","Carnivora","Felidae","Caracal","US","ET",NA,NA,2,"trophies",NA,"H","W"
"137",2021,"II","Felis margarita","Mammalia","Carnivora","Felidae","Felis","ID","SD",NA,NA,10,"live",NA,NA,"W"
"138",2021,"II","Felis margarita","Mammalia","Carnivora","Felidae","Felis","JP","SD",NA,NA,10,"live",NA,NA,"W"
"139",2021,"II","Felis margarita","Mammalia","Carnivora","Felidae","Felis","TH","SD",NA,NA,85,"live",NA,NA,"W"
"140",2021,"II","Felis silvestris","Mammalia","Carnivora","Felidae","Felis","GE","ET",NA,NA,1,"trophies",NA,"H","W"
"141",2021,"II","Felis silvestris","Mammalia","Carnivora","Felidae","Felis","SA","ET",NA,NA,1,"trophies",NA,"H","W"
"142",2021,"II","Felis silvestris","Mammalia","Carnivora","Felidae","Felis","US","ET",NA,NA,1,"skulls",NA,"H","W"
"143",2021,"II","Felis silvestris","Mammalia","Carnivora","Felidae","Felis","US","ET",NA,NA,1,"trophies",NA,"H","W"
"144",2021,"II","Leptailurus spp.","Mammalia","Carnivora","Felidae","Leptailurus","GE","ET",NA,NA,1,"trophies",NA,"H","W"
"145",2021,"II","Leptailurus serval","Mammalia","Carnivora","Felidae","Leptailurus","SA","ET",NA,NA,1,"trophies",NA,"H","W"
"146",2021,"II","Leptailurus serval","Mammalia","Carnivora","Felidae","Leptailurus","US","ET",NA,NA,1,"trophies",NA,"H","W"
"147",2021,"II","Lynx rufus","Mammalia","Carnivora","Felidae","Lynx","AE","SM","US",NA,3,"garments",NA,"T","W"
"148",2021,"II","Lynx rufus","Mammalia","Carnivora","Felidae","Lynx","BY","SM","US",NA,1,"garments",NA,"T","W"
"149",2021,"II","Lynx rufus","Mammalia","Carnivora","Felidae","Lynx","CA","SM","CA",NA,2,"skins",NA,"T","W"
"150",2021,"II","Lynx rufus","Mammalia","Carnivora","Felidae","Lynx","CA","SM","US",NA,332,"skins",NA,"T","W"
"151",2021,"II","Lynx rufus","Mammalia","Carnivora","Felidae","Lynx","HK","SM","US",NA,2,"garments",NA,"T","W"
"152",2021,"II","Lynx rufus","Mammalia","Carnivora","Felidae","Lynx","KZ","SM","US",NA,2,"garments",NA,"T","W"
"153",2021,"II","Lynx rufus","Mammalia","Carnivora","Felidae","Lynx","RU","SM","US",NA,5,"garments",NA,"T","W"
"154",2021,"II","Panthera leo","Mammalia","Carnivora","Felidae","Panthera","IQ","ZA","XX",7,NA,"live",NA,"Z","C"
"155",2021,"II","Fungia spp.","Anthozoa","Scleractinia","Fungiidae","Fungia","BG","ID",NA,8,NA,"raw corals",NA,"T","W"
"156",2021,"II","Galago moholi","Mammalia","Primates","Galagidae","Galago","TH","CD",NA,NA,50,"live","Number of specimens","T","W"
"157",2021,"II","Otolemur crassicaudatus","Mammalia","Primates","Galagidae","Otolemur","TH","CD",NA,NA,80,"live","Number of specimens","T","W"
"158",2021,"II","Glaucostegus cemiculus","Elasmobranchii","Rhinopristiformes","Glaucostegidae","Glaucostegus","DE","CV",NA,NA,47,"specimens",NA,"S","W"
"159",2021,"II","Glaucostegus cemiculus","Elasmobranchii","Rhinopristiformes","Glaucostegidae","Glaucostegus","NL","MR",NA,NA,0.75,"specimens","kg","S","W"
"160",2021,"II","Glaucostegus cemiculus","Elasmobranchii","Rhinopristiformes","Glaucostegidae","Glaucostegus","NL","MR",NA,NA,300,"specimens","ml","S","W"
"161",2021,"II","Holothuria fuscogilva","Holothuroidea","Holothuriida","Holothuriidae","Holothuria","HK","SD",NA,NA,594,"live",NA,NA,"W"
"162",2021,"II","Holothuria nobilis","Holothuroidea","Holothuriida","Holothuriidae","Holothuria","HK","SD",NA,NA,114,"live",NA,NA,"W"
"163",2021,"II","Isurus oxyrinchus","Elasmobranchii","Lamniformes","Lamnidae","Isurus","BZ","HS",NA,1147,NA,"meat","kg","T","X"
"164",2021,"II","Dalbergia sissoo",NA,"Fabales","Leguminosae","Dalbergia","HR","IN",NA,6058.62,NA,"wood product","kg","T","A"
"165",2021,"II","Dalbergia stevensonii",NA,"Fabales","Leguminosae","Dalbergia","FR","BZ",NA,NA,12.00999991,"logs","m3","T","W"
"166",2021,"II","Dalbergia stevensonii",NA,"Fabales","Leguminosae","Dalbergia","NL","BZ",NA,NA,29.38435303,"logs","m3","T","W"
"167",2021,"II","Dalbergia stevensonii",NA,"Fabales","Leguminosae","Dalbergia","US","BZ",NA,NA,20.42207085,"logs","m3","T","W"
"168",2021,"II","Dalbergia stevensonii",NA,"Fabales","Leguminosae","Dalbergia","US","BZ",NA,NA,0.68502091,"sawn wood","m3","T","W"
"169",2021,"II","Pericopsis elata",NA,"Fabales","Leguminosae","Pericopsis","AE","CD",NA,NA,259.024,"logs","m3","T","W"
"170",2021,"II","Pericopsis elata",NA,"Fabales","Leguminosae","Pericopsis","BE","CD",NA,NA,786.989,"logs","m3","T","W"
"171",2021,"II","Pericopsis elata",NA,"Fabales","Leguminosae","Pericopsis","BE","CD",NA,NA,810.423,"sawn wood","m3","T","W"
"172",2021,"II","Pericopsis elata",NA,"Fabales","Leguminosae","Pericopsis","CN","CD",NA,NA,5236.423,"logs","m3","T","W"
"173",2021,"II","Pericopsis elata",NA,"Fabales","Leguminosae","Pericopsis","IT","CD",NA,NA,106.547,"logs","m3","T","W"
"174",2021,"II","Pericopsis elata",NA,"Fabales","Leguminosae","Pericopsis","KR","CD",NA,NA,43.404,"logs","m3","T","W"
"175",2021,"II","Pericopsis elata",NA,"Fabales","Leguminosae","Pericopsis","KW","CD",NA,NA,28.433,"sawn wood","m3","T","W"
"176",2021,"II","Pericopsis elata",NA,"Fabales","Leguminosae","Pericopsis","PT","CD",NA,NA,288.822,"logs","m3","T","W"
"177",2021,"II","Pericopsis elata",NA,"Fabales","Leguminosae","Pericopsis","SI","CD",NA,NA,180.139,"logs","m3","T","W"
"178",2021,"II","Pericopsis elata",NA,"Fabales","Leguminosae","Pericopsis","TH","CD",NA,NA,19.994,"logs","m3","T","W"
"179",2021,"II","Pericopsis elata",NA,"Fabales","Leguminosae","Pericopsis","TR","CD",NA,NA,81.521,"logs","m3","T","W"
"180",2021,"II","Pericopsis elata",NA,"Fabales","Leguminosae","Pericopsis","TW","CD",NA,NA,486.77,"logs","m3","T","W"
"181",2021,"II","Pericopsis elata",NA,"Fabales","Leguminosae","Pericopsis","VN","CD",NA,NA,4694.22,"logs","m3","T","W"
"182",2021,"II","Pericopsis elata",NA,"Fabales","Leguminosae","Pericopsis","VN","CD",NA,NA,5.926,"sawn wood","m3","T","W"
"183",2021,"II","Pericopsis elata",NA,"Fabales","Leguminosae","Pericopsis","ZA","CD",NA,NA,32.305,"sawn wood","m3","T","W"
"184",2021,"II","Pterocarpus erinaceus",NA,"Fabales","Leguminosae","Pterocarpus","CH","BF",NA,NA,1390,"timber","m3","T","I"
"185",2021,"II","Pterocarpus erinaceus",NA,"Fabales","Leguminosae","Pterocarpus","CN","BF",NA,NA,320,"timber","m3","T","I"
"186",2021,"II","Perodicticus potto","Mammalia","Primates","Lorisidae","Perodicticus","CN","CD",NA,NA,8,"skins","Number of specimens","E","W"
"187",2021,"II","Perodicticus potto","Mammalia","Primates","Lorisidae","Perodicticus","UA","CD",NA,NA,30,"live","Number of specimens","T","W"
"188",2021,"II","Dendrogyra cylindrus","Anthozoa","Scleractinia","Meandriniidae","Dendrogyra","US","BZ",NA,NA,111,"raw corals","Number of specimens","S","W"
"189",2021,"II","Meandrina maeandrites","Anthozoa","Scleractinia","Meandriniidae","Meandrina","US","BZ",NA,NA,7,"raw corals","Number of specimens","S","W"
"190",2021,"II","Cedrela odorata",NA,"Sapindales","Meliaceae","Cedrela","CA","BZ",NA,NA,1,"sawn wood","Number of specimens","P","W"
